Trip_Distance,Customer_Since_Months,Life_Style_Index,Customer_Rating,Cancellation_Last_1Month,Var1,Var2,Var3,Surge_Pricing_Type,Type_of_Cab_B,Type_of_Cab_C,Type_of_Cab_D,Type_of_Cab_E,Confidence_Life_Style_Index_B,Confidence_Life_Style_Index_C,Destination_Type_B,Destination_Type_C,Destination_Type_D,Destination_Type_E,Destination_Type_F,Destination_Type_G,Destination_Type_H,Destination_Type_I,Destination_Type_J,Destination_Type_K,Destination_Type_L,Destination_Type_M,Destination_Type_N,Gender_Male
49.33,1.0,2.65082,3.04375,0,61.0,45,66,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
45.52,10.0,2.86804,3.635,2,61.0,62,103,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42.34,6.0,2.67994,2.0575,3,61.0,46,59,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
92.35,10.0,3.03776,1.0325,1,33.0,52,84,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32.33,4.0,2.7076,2.60375,0,78.0,52,74,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30.9,10.0,2.85421,2.26,3,32.0,58,77,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3.99,10.0,2.97751,1.28375,1,61.0,60,87,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45.58,0.0,2.93882,3.13125,2,61.0,59,81,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106.34,0.0,2.97898,1.43625,1,61.0,56,76,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.69,1.0,2.39726,1.2075,0,61.0,45,55,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8.44,10.0,2.95798,3.49375,0,64.0,50,64,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
71.68,1.0,2.71313,3.30125,2,106.0,50,67,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
61.82,10.0,2.96174,2.97,2,77.0,55,95,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45.28,8.0,2.88811,4.5025,0,61.0,45,65,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.75,3.0,2.67437,1.7325,1,61.0,55,79,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
32.92,2.0,2.50178,1.89875,2,61.0,45,74,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28.84,1.0,2.5526,2.68125,2,55.0,48,70,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
60.06,0.0,2.70968,3.92625,4,107.0,53,88,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
29.63,10.0,3.03737,3.8275,1,47.0,50,76,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
31.51,4.0,2.53429,1.6525,2,61.0,49,66,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45.64,10.0,2.79805,4.01125,0,81.0,66,106,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92.3,4.0,2.94999,2.45,0,61.0,51,70,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
28.39,1.0,2.79805,2.53125,1,61.0,47,66,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.84,6.0,2.52173,3.7075,0,61.0,45,60,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
36.24,3.0,2.76376,2.755,2,74.0,52,74,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20.94,6.0,2.79805,1.7925,2,94.0,56,70,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.1,10.0,2.69678,3.47875,2,61.0,48,63,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17.65,6.0,2.81783,4.965,2,61.0,42,54,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9.94,7.0,2.82199,2.4675,1,61.0,54,72,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
32.62,10.0,2.63091,3.7475,0,70.0,52,86,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24.57,1.0,2.61955,3.68625,2,45.0,45,58,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.02,2.0,2.74032,0.98,0,78.0,54,66,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92.84,0.0,3.29162,3.8725,0,49.0,48,77,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31.3,0.0,2.4531,4.2875,2,61.0,50,71,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9.86,6.0,2.3407,4.2425,0,112.0,46,70,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.84,0.0,2.47718,3.66,1,61.0,44,56,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.5,1.0,2.88715,2.69625,0,101.0,51,80,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
39.65,1.0,2.79599,2.275,0,61.0,50,87,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.71,0.0,2.6102,2.16125,2,44.0,49,61,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64.23,10.0,3.0008,3.19375,3,87.0,53,77,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17.07,5.0,2.79805,3.945,0,40.0,46,75,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85.88,0.0,2.95251,0.6875,0,61.0,56,83,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19.06,10.0,2.59651,1.53,0,61.0,61,102,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
38.07,4.0,2.91895,2.64,3,51.0,49,78,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47.17,0.0,2.9273,4.5625,2,61.0,53,72,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
31.48,7.0,2.83701,2.39625,1,61.0,71,91,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23.67,0.0,2.72679,3.43,3,59.0,52,75,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83.65,3.0,3.07807,3.96125,0,61.0,43,59,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3.08,5.0,2.50088,2.62625,1,61.0,50,66,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
29.88,10.0,3.04386,4.0575,0,36.0,46,72,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
32.29,10.0,2.79805,2.39,0,43.0,53,80,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15.58,10.0,2.79693,3.19,2,61.0,53,95,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19.17,7.0,2.63138,4.0675,0,57.0,56,81,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30.5,8.0,3.05092,4.72125,1,61.0,42,60,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.62,10.0,2.79805,3.56,0,61.0,49,67,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
61.48,1.0,2.70072,2.34125,4,61.0,49,77,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61.94,10.0,2.87613,2.0025,4,39.0,51,75,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46.16,1.0,2.65099,1.26,1,66.0,63,91,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
87.56,10.0,3.00719,3.3075,0,38.0,49,79,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66.02,2.0,3.27812,3.665,0,61.0,51,74,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20.94,0.0,2.79805,1.52625,0,61.0,52,62,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.14,2.0,2.69409,2.105,2,60.0,60,80,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
41.15,2.0,2.89028,2.92875,2,61.0,58,80,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85.14,6.0,3.01787,3.54,0,61.0,48,69,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31.94,6.0,2.89928,2.76375,2,60.0,51,62,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38.13,10.0,2.77317,1.99875,1,61.0,60,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13.95,2.0,2.52386,2.60875,2,61.0,49,72,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75.19,2.0,2.96843,2.92875,2,61.0,51,71,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
74.6,10.0,2.78362,2.7125,0,61.0,50,73,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89.25,10.0,3.45065,3.515,0,61.0,54,91,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.26,1.0,2.71498,3.295,0,61.0,47,58,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21.18,10.0,2.84141,0.82125,1,61.0,51,68,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57.18,6.0,2.79805,3.13375,0,68.0,46,71,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.34,2.0,2.62026,3.32125,0,95.0,50,78,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
62.57,10.0,2.94398,2.41375,0,53.0,56,107,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.04,1.0,2.3941,2.2575,1,61.0,52,64,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
14.28,2.0,2.49156,2.155,2,61.0,50,70,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91.68,10.0,2.99928,2.9875,0,87.0,55,88,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45.57,1.0,2.65977,1.04375,1,61.0,55,77,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38.07,3.0,3.21805,3.885,0,61.0,52,94,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37.73,10.0,2.74765,0.7525,3,61.0,56,79,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21.99,10.0,2.79805,3.8725,0,69.0,45,61,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
76.89,0.0,3.15438,2.6825,0,32.0,75,108,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.62,5.0,2.92875,4.7325,2,34.0,48,62,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
108.5,7.0,3.30185,4.00875,1,61.0,49,65,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
68.81,3.0,2.70127,1.03125,0,61.0,57,75,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.78,0.0,2.91921,3.66625,1,61.0,51,69,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
29.25,6.0,2.51976,0.69,2,46.0,49,93,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14.12,1.0,3.00375,3.50625,1,43.0,51,83,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
38.38,7.0,2.59429,0.70625,4,35.0,56,82,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63.58,3.0,3.17755,3.94625,1,64.0,49,91,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57.62,6.0,2.79805,1.93625,1,41.0,52,84,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.72,7.0,2.49563,3.46625,1,61.0,46,73,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
37.16,8.0,2.51708,2.13,2,61.0,52,82,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35.13,0.0,2.60636,3.91625,1,61.0,46,57,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16.31,10.0,2.66196,2.28375,1,61.0,48,69,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
37.75,6.0,2.79805,2.42,0,61.0,48,64,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.27,9.0,2.59255,2.10875,0,73.0,46,65,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49.7,10.0,2.79805,3.5825,0,61.0,62,100,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
80.78,5.0,3.04048,3.62125,0,61.0,50,74,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
77.6,8.0,2.98049,3.87375,0,93.0,49,76,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
77.47,6.0,2.75303,2.52625,0,79.0,47,90,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30.78,10.0,2.54745,2.41625,1,61.0,47,66,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
31.29,8.0,2.89043,3.39,0,61.0,45,56,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
45.38,10.0,2.79805,2.0,1,70.0,54,78,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14.42,6.0,2.65054,3.03625,3,56.0,51,64,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18.63,10.0,2.86952,2.9075,0,70.0,49,71,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46.79,10.0,2.78285,2.635,0,61.0,59,82,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21.65,3.0,3.06141,4.15625,1,63.0,47,65,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
23.34,6.0,2.25183,3.54,1,61.0,44,68,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.06,2.0,2.94961,4.68625,3,53.0,49,85,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
67.78,6.0,2.83839,2.56375,0,68.0,58,84,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75.27,10.0,2.85467,1.46625,3,39.0,48,76,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.42,2.0,2.5525,2.2775,2,61.0,49,60,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75.82,3.0,2.88792,2.96625,0,61.0,54,70,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36.96,0.0,2.79805,1.9775,0,61.0,52,75,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50.84,10.0,2.79805,4.5175,0,61.0,49,73,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37.55,9.0,2.73604,3.6025,0,55.0,49,79,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41.23,10.0,2.94435,3.585,1,65.0,49,74,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
60.69,10.0,2.95567,4.81875,0,32.0,48,93,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72.05,9.0,2.89418,1.59,0,61.0,51,76,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35.64,7.0,2.74749,1.9375,0,46.0,58,81,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37.63,8.0,2.85737,3.07625,0,61.0,47,61,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.82,0.0,2.48785,4.20625,2,61.0,45,55,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15.23,6.0,2.34667,4.65875,1,69.0,47,72,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
64.91,7.0,2.72343,2.435,0,72.0,50,69,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91.5,2.0,3.15102,2.23,2,73.0,58,88,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105.94,1.0,2.87726,3.8925,1,61.0,46,72,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32.05,10.0,2.8623,3.5875,0,66.0,50,73,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14.37,7.0,2.44292,4.86125,0,76.0,52,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54.11,10.0,2.97985,3.78625,0,100.0,50,73,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72.68,10.0,2.79805,3.22375,0,38.0,47,79,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28.17,10.0,2.73889,2.41625,0,61.0,50,71,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30.55,6.0,3.32351,3.86,0,87.0,50,78,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47.0,0.0,3.04397,0.96375,0,93.0,59,103,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31.97,10.0,2.87205,2.3825,1,102.0,54,80,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.55,10.0,2.84789,3.035,2,61.0,64,117,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
11.19,2.0,2.53992,4.19375,3,61.0,47,60,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.58,2.0,2.84679,2.7625,1,61.0,50,78,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14.94,10.0,2.6553,4.67375,0,48.0,44,55,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29.52,10.0,2.67546,2.6475,0,41.0,50,73,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55.77,7.0,2.93544,3.955,0,61.0,53,76,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75.69,2.0,3.14633,3.49875,0,67.0,52,72,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21.6,10.0,2.85836,1.40875,0,61.0,46,69,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19.06,10.0,2.49696,1.16875,0,45.0,50,72,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26.15,0.0,2.78391,3.61,1,61.0,51,68,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91.62,9.0,2.94517,3.95625,1,61.0,55,82,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
19.6,9.0,2.79805,1.7175,0,61.0,55,72,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28.34,2.0,2.73703,2.47125,2,48.0,50,78,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29.67,9.0,2.78209,2.5825,1,44.0,48,81,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.41,4.0,2.79805,2.5375,0,67.0,45,67,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
107.65,8.0,2.93282,1.23,0,51.0,48,77,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17.26,0.0,2.34238,2.28,0,61.0,51,65,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
46.74,10.0,2.57205,2.2525,0,105.0,50,75,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14.54,4.0,2.86336,4.295,1,74.0,54,75,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20.32,9.0,2.79805,2.6,1,61.0,54,71,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27.56,10.0,2.77256,3.555,0,52.0,52,88,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15.03,4.0,2.7796,2.455,0,61.0,50,65,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
26.47,2.0,2.76904,2.7575,1,44.0,50,82,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23.91,5.0,2.79805,4.17125,1,80.0,49,71,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4.03,0.0,2.79805,2.58375,0,61.0,46,74,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
74.23,2.0,2.73631,3.3475,0,61.0,49,65,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34.08,10.0,2.79805,1.35625,1,61.0,50,91,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
19.26,6.0,2.51175,2.5675,1,61.0,46,66,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18.8,7.0,2.79805,2.58625,0,61.0,47,63,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.08,2.0,2.73237,3.365,1,79.0,51,86,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20.3,3.0,2.63585,1.33375,2,61.0,56,70,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.55,8.0,2.79805,3.9725,1,59.0,51,67,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14.19,9.0,2.68138,2.96125,1,88.0,57,80,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
84.12,0.0,2.77544,1.1225,3,90.0,52,72,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35.8,3.0,2.8248,4.29,0,61.0,46,62,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30.78,3.0,2.8449,3.20875,2,74.0,54,98,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
47.41,3.0,2.95508,3.37375,0,91.0,49,73,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
15.35,5.0,2.79805,4.11125,1,61.0,45,59,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
106.71,2.0,3.06751,2.32625,1,61.0,48,96,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20.57,3.0,3.00265,3.42,0,66.0,48,73,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107.66,10.0,2.98814,0.705,1,48.0,59,91,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.36,0.0,2.84673,3.25625,1,61.0,59,87,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32.08,10.0,2.49058,4.00125,1,84.0,47,62,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.05,9.0,2.51429,2.445,0,61.0,64,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.96,2.0,3.24517,4.53875,0,61.0,55,71,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23.93,1.0,2.77192,2.93,3,61.0,49,62,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62.01,7.0,3.3005,4.0875,0,81.0,48,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
45.54,8.0,3.27426,4.16625,3,53.0,63,83,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
91.91,1.0,2.79805,3.5475,0,43.0,51,88,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
47.32,10.0,2.7846,2.79,0,61.0,53,74,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30.83,10.0,2.6142,3.02875,0,61.0,53,70,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.18,10.0,2.78381,3.01,1,55.0,50,73,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32.74,8.0,2.64923,3.61625,0,61.0,54,70,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34.48,10.0,2.54503,2.81375,1,61.0,46,62,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87.31,7.0,3.04523,2.38625,0,56.0,57,81,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86.05,8.0,2.8037,2.43875,1,33.0,49,70,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
31.22,8.0,2.54938,2.33,0,51.0,51,77,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61.78,10.0,3.01459,3.6825,0,45.0,50,70,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
72.95,10.0,2.93191,1.73375,0,61.0,52,88,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46.59,10.0,2.79805,3.835,2,88.0,48,79,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
