Trip_ID,Trip_Distance,Customer_Since_Months,Life_Style_Index,Customer_Rating,Cancellation_Last_1Month,Var1,Var2,Var3,Type_of_Cab_B,Type_of_Cab_C,Type_of_Cab_D,Type_of_Cab_E,Confidence_Life_Style_Index_B,Confidence_Life_Style_Index_C,Destination_Type_B,Destination_Type_C,Destination_Type_D,Destination_Type_E,Destination_Type_F,Destination_Type_G,Destination_Type_H,Destination_Type_I,Destination_Type_J,Destination_Type_K,Destination_Type_L,Destination_Type_M,Destination_Type_N,Gender_Male,Surge_Pricing_Type
T0005815005,49.49,1.0,2.64444,1.2,0,61.0,59,81,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005815006,45.09,10.0,2.96427,3.785,0,32.0,45,65,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005815007,30.03,5.0,2.65177,3.36375,0,61.0,50,65,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
T0005815008,17.98,6.0,2.79805,2.9325,1,61.0,48,77,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005815010,46.05,10.0,2.74554,1.7425,0,61.0,48,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
T0005815011,22.72,10.0,2.79805,4.57,0,48.0,45,59,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
T0005815013,52.44,6.0,2.53198,4.42125,1,59.0,43,60,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005815015,37.23,7.0,2.644,0.6625,0,61.0,48,86,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005815016,63.32,3.0,3.2101,4.8425,1,61.0,46,69,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
T0005815018,60.27,0.0,2.92734,1.85125,0,75.0,54,74,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005815019,17.95,7.0,2.67437,3.755,3,62.0,51,78,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005815024,15.58,10.0,2.65925,4.24625,0,61.0,43,65,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
T0005815025,69.06,6.0,2.81834,1.9875,0,61.0,54,68,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005815027,53.14,10.0,2.79805,2.6425,0,67.0,51,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005815028,37.27,10.0,2.89709,2.96875,1,61.0,53,89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005815029,16.34,3.0,2.79805,4.1575,1,70.0,53,64,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005815030,109.07,6.0,3.14806,4.14625,2,39.0,46,65,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005815031,7.5,10.0,2.90547,2.32625,3,61.0,51,73,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
T0005815032,107.23,2.0,3.20056,2.89875,0,41.0,50,77,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005815033,31.68,10.0,2.64365,3.53625,1,47.0,49,78,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005815034,30.07,9.0,2.74624,1.755,2,61.0,49,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005815035,75.99,9.0,2.90026,4.03,0,61.0,48,61,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005815036,88.99,4.0,2.79805,2.18375,1,84.0,58,83,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005815038,21.24,10.0,2.71106,1.97,0,61.0,50,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005815039,49.1,10.0,2.95737,2.96625,1,73.0,56,86,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005815040,50.41,10.0,2.79805,3.0275,0,61.0,49,71,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815041,91.45,2.0,2.84575,2.12125,0,61.0,49,75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005815043,47.18,10.0,2.57493,1.77375,2,61.0,56,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
T0005815045,85.55,5.0,3.22156,3.36125,2,61.0,51,77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
T0005815046,30.88,5.0,2.89936,1.285,2,34.0,56,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815050,20.46,3.0,3.05144,5.0,1,66.0,45,60,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005815051,60.16,10.0,3.17586,3.27625,1,30.0,62,95,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005815052,75.62,5.0,3.04335,3.22125,0,61.0,53,97,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005815053,99.3,4.0,3.08732,2.64625,3,78.0,62,82,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005815055,69.2,3.0,2.69692,1.30625,2,61.0,49,63,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005815056,19.47,5.0,2.98046,1.295,0,52.0,63,98,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815058,16.83,5.0,2.87666,3.39625,0,75.0,54,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
T0005815059,30.17,2.0,3.26845,4.9275,0,55.0,43,71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
T0005815063,25.18,10.0,2.69671,4.31625,1,74.0,47,63,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005815065,45.12,4.0,2.99774,1.3125,1,61.0,57,94,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
T0005815067,47.5,8.0,3.07249,3.84875,0,61.0,46,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005815069,65.72,0.0,2.71271,1.8625,0,61.0,63,82,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005815070,49.57,1.0,3.02326,2.17,0,61.0,60,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005815071,80.45,10.0,3.01248,4.215,0,61.0,44,72,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005815072,29.4,10.0,2.70339,3.2475,0,61.0,45,58,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005815077,18.5,4.0,2.84088,3.3625,1,61.0,61,101,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005815078,31.44,6.0,3.25414,3.10625,0,76.0,48,69,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005815081,49.58,10.0,2.79805,3.135,0,61.0,46,75,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815082,26.74,10.0,2.77968,4.64,2,55.0,49,75,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005815083,12.1,10.0,2.8704,3.3425,0,48.0,51,83,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815085,25.67,3.0,2.81952,2.905,0,61.0,48,70,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
T0005815086,37.6,10.0,2.79805,1.59,0,61.0,58,84,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815087,55.65,3.0,3.14933,2.62375,0,61.0,50,78,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815089,30.42,10.0,2.88274,4.4075,0,61.0,46,58,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005815091,45.84,10.0,2.79805,1.6225,0,46.0,54,69,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815093,23.99,5.0,2.79805,3.58375,0,40.0,48,67,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005815096,40.17,10.0,2.70406,3.8875,0,68.0,49,73,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815097,86.19,10.0,3.32444,2.76,1,61.0,58,84,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005815098,22.54,10.0,2.81353,3.14875,0,39.0,62,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005815100,60.62,10.0,2.86221,2.235,1,59.0,65,102,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005815102,62.36,10.0,2.89848,2.0225,0,61.0,48,70,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815104,21.64,1.0,2.67864,3.94375,0,61.0,48,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005815105,66.54,6.0,2.94153,3.1025,0,74.0,54,74,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815107,36.39,10.0,2.79805,1.8275,0,61.0,49,64,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005815108,19.47,10.0,3.11061,3.00875,2,61.0,49,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005815109,37.89,6.0,2.79805,4.10875,0,61.0,46,88,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005815113,107.16,1.0,2.99354,4.10875,2,33.0,47,80,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005815114,26.02,10.0,3.13294,4.42625,3,34.0,51,81,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005815115,55.08,3.0,2.87265,1.9175,1,36.0,55,91,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005815116,14.21,9.0,2.90016,3.54,0,61.0,48,61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815118,30.63,0.0,2.4633,2.555,0,61.0,47,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005815121,25.28,0.0,2.91135,4.4025,0,61.0,44,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005815123,62.44,0.0,2.79805,2.71,1,107.0,52,70,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815126,47.12,2.0,2.77286,2.4325,2,74.0,56,84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005815127,29.58,10.0,2.86952,1.13125,0,56.0,52,81,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815128,44.66,10.0,3.15271,4.0525,0,61.0,51,98,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005815129,28.58,9.0,3.09654,3.12625,2,43.0,52,77,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005815130,21.94,10.0,2.73627,4.56375,0,61.0,47,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005815131,9.62,0.0,2.62511,4.33625,0,59.0,60,72,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005815133,35.42,10.0,2.95545,3.165,2,33.0,61,90,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
T0005815134,23.16,0.0,2.50529,4.0475,0,61.0,46,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005815136,21.02,10.0,2.65323,3.40375,0,92.0,46,63,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005815141,54.07,10.0,2.77871,3.055,0,61.0,51,80,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005815145,25.46,10.0,2.78597,1.73125,0,61.0,49,67,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815146,11.47,3.0,2.47007,3.595,0,90.0,46,60,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005815150,91.24,2.0,3.17806,2.79,3,61.0,50,65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005815151,93.52,10.0,3.14404,3.135,0,42.0,59,96,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005815152,54.68,4.0,2.77165,3.445,2,61.0,50,64,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005815153,11.1,6.0,2.19173,1.96125,0,34.0,49,82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815155,37.28,8.0,2.6979,3.68625,0,61.0,50,72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
T0005815157,29.5,1.0,2.55141,1.4075,2,61.0,48,62,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815159,84.71,1.0,2.7858,2.0575,0,61.0,50,61,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005815162,12.98,2.0,2.55219,3.70125,1,41.0,47,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
T0005815164,52.06,10.0,2.8451,2.56375,4,38.0,60,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005815165,31.88,8.0,2.60864,2.015,0,81.0,51,68,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005815166,73.52,10.0,3.0073,3.09,5,61.0,56,85,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005815167,26.85,10.0,2.79805,2.60875,0,61.0,53,66,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005815168,26.74,6.0,2.54943,1.48125,2,61.0,53,68,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005815169,29.8,10.0,2.96941,2.135,2,61.0,57,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
T0005815170,56.56,10.0,2.79805,1.81625,0,108.0,51,66,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005815171,90.8,10.0,3.14306,3.90125,2,61.0,50,71,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005815172,9.46,3.0,2.52701,1.8,0,46.0,61,102,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005815175,46.39,4.0,2.95302,3.63375,1,61.0,58,78,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815180,34.58,8.0,3.11186,2.24875,0,53.0,55,97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005815182,24.77,10.0,2.85252,4.82125,0,61.0,46,66,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005815183,36.11,6.0,2.53411,2.98125,0,43.0,47,68,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815184,38.02,10.0,2.79805,3.9775,1,58.0,45,59,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815186,61.91,10.0,2.81304,2.8525,0,100.0,48,71,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815187,14.17,1.0,2.79805,4.175,0,61.0,50,62,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
T0005815188,65.49,4.0,2.87083,3.9725,0,61.0,44,61,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815189,47.77,3.0,2.69773,2.84875,3,61.0,51,62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005815190,91.72,8.0,2.93551,2.64875,2,61.0,45,68,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005815194,85.36,10.0,3.03934,3.365,0,61.0,54,85,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
T0005815195,57.54,5.0,2.84437,1.845,0,31.0,56,81,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005815197,8.09,10.0,3.00196,3.35375,1,61.0,61,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005815199,22.84,10.0,2.45336,1.94625,1,92.0,60,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005815200,40.34,2.0,2.79805,3.205,0,61.0,51,87,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
T0005815201,36.75,10.0,2.79805,3.9775,0,101.0,51,68,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005815202,108.5,1.0,3.30073,2.905,0,37.0,64,102,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815203,21.07,2.0,2.38849,3.09875,0,78.0,49,76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005815204,36.49,3.0,2.80631,3.1325,0,61.0,45,56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
T0005815206,12.88,10.0,2.71834,4.04625,0,83.0,44,82,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005815207,47.3,0.0,2.80986,3.5325,1,61.0,51,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815208,35.12,6.0,2.58027,1.54375,3,61.0,52,64,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005815212,57.64,5.0,2.69854,2.30875,0,61.0,45,61,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005815214,45.06,7.0,3.15994,1.805,1,47.0,61,96,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815216,22.96,10.0,2.47634,2.63625,2,61.0,46,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005815217,29.74,1.0,3.1772,3.2075,3,56.0,51,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
T0005815218,13.77,1.0,2.46719,3.37,2,61.0,46,57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005815219,31.04,6.0,2.77866,2.775,1,61.0,55,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815220,97.1,3.0,2.90206,1.7975,0,61.0,52,76,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005815221,21.29,10.0,3.24194,2.20375,0,64.0,64,102,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
T0005815222,53.91,5.0,3.06234,3.22375,1,53.0,55,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
T0005815225,48.98,3.0,2.69461,2.33875,0,61.0,53,71,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005815228,36.09,10.0,2.61719,3.1825,2,51.0,56,78,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005815236,75.93,6.0,3.07668,3.21,0,61.0,62,99,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005815238,32.12,6.0,2.6665,3.29875,1,87.0,53,98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005815240,22.65,1.0,2.69803,4.00125,1,52.0,51,64,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3
T0005815241,82.59,8.0,2.84099,2.85125,0,38.0,54,73,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005815243,21.81,10.0,2.69784,4.21125,0,76.0,49,62,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
T0005815244,24.94,4.0,2.50015,1.04,1,61.0,47,57,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005815248,48.74,2.0,2.71101,2.51625,0,61.0,44,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815249,91.68,10.0,2.7985,1.06875,1,61.0,52,79,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005815250,105.58,10.0,2.87998,3.84875,0,61.0,57,92,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
T0005815254,37.59,10.0,2.91497,1.96375,3,61.0,51,91,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005815258,31.12,5.0,2.90059,3.6625,1,90.0,55,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005815262,61.04,6.0,2.74585,3.39625,0,61.0,54,78,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005815263,92.69,7.0,3.55609,3.8375,1,80.0,58,105,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005815265,36.1,6.0,2.73937,2.79375,0,82.0,57,92,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
T0005815266,92.55,3.0,3.07906,2.7775,0,61.0,54,69,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005815267,73.29,7.0,2.85244,1.64625,0,55.0,45,62,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005815268,32.02,2.0,2.76412,2.49125,0,61.0,51,73,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
T0005815269,10.08,6.0,2.79805,3.475,4,61.0,57,78,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815270,40.57,3.0,2.68089,1.4725,0,69.0,51,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
T0005815271,15.82,6.0,2.89465,3.6575,0,61.0,51,81,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005815274,24.59,5.0,2.97475,3.72875,0,61.0,48,65,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
T0005815275,36.08,0.0,2.59763,0.94625,6,61.0,49,69,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005815276,61.1,6.0,2.9518,1.86125,0,105.0,51,75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815277,26.07,9.0,2.69726,2.98375,1,61.0,49,60,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005815278,33.83,10.0,2.70185,3.1075,0,61.0,49,67,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815279,46.62,1.0,2.6205,4.39375,0,61.0,46,58,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
T0005815281,8.6,2.0,2.70642,1.645,1,50.0,55,72,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815282,18.41,7.0,2.5923,2.91125,1,64.0,50,78,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815283,50.5,5.0,2.60413,3.2375,0,61.0,43,58,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815284,24.94,2.0,2.60663,2.9075,1,83.0,53,71,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005815285,45.72,6.0,2.62116,2.17125,0,61.0,49,77,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815287,55.67,9.0,2.79805,3.43875,0,61.0,50,72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005815288,26.55,6.0,2.84321,3.80625,0,61.0,45,62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
T0005815290,77.33,2.0,2.80861,3.9575,0,61.0,47,88,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
T0005815293,57.92,10.0,3.17873,3.57875,0,84.0,49,67,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005815295,32.02,6.0,2.79805,4.26625,1,61.0,45,61,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005815296,44.95,0.0,2.7875,3.94,0,68.0,52,72,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
T0005815297,108.89,10.0,3.16402,2.46625,0,61.0,55,77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005815298,38.42,3.0,2.95248,2.95125,4,61.0,55,76,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815301,44.97,6.0,3.36904,3.93375,1,66.0,53,82,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
T0005815303,75.21,9.0,2.95776,2.9925,1,61.0,49,79,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005815304,35.6,6.0,2.81154,2.02375,2,61.0,49,64,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005815306,23.68,2.0,2.66867,1.34625,2,61.0,50,71,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005815309,77.89,9.0,2.79805,2.19,3,61.0,52,87,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005815312,17.89,10.0,2.57963,2.67625,1,103.0,46,61,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005815315,42.19,10.0,2.81311,3.39625,0,37.0,64,118,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
